Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
3433 Descanso Ave,93619,Jun-20,335000,4,2.5,1945,True,"2,874",2
1937 Oak Ln,93611,Jun-20,308500,3,2.5,1648,True,"1,785",2021
1171 Greenfield Ave,93611,Jun-20,399000,4,2.75,2192,True,"7,840",18
1687 Bedford Ave,93611,Jun-20,380000,4,2.0,1851,True,-1,2021
6334 N De Wolf Ave,93619,Jun-20,1050000,4,4.5,3900,True,2.01 a,15
2657 Santa Ana Ave,93611,Jun-20,250000,3,2.0,1323,True,"5,575",17
1417 Birch Ave,93611,Jun-20,302000,3,2.25,1337,True,"7,840",28
579 W Sample Ave,93612,Jun-20,-1,4,3.0,2386,True,"9,504",34
2386 Moody Ave,93619,Jun-20,-1,4,3.0,2912,True,"6,054",19
885 Robinson Ave,93612,Jun-20,273000,3,2.0,1380,True,"5,000",26
4230 Rall Ave,93619,Jun-20,405500,4,2.0,2810,True,"6,011",2021
1627 Bedford Ave,93611,Jun-20,430000,3,2.0,2030,True,0.33 a,27
3072 Maine Ave,93619,Jun-20,310000,3,2.0,1388,True,-1,2021
3481 Alcove Way,93619,Jun-20,290000,3,2.0,1332,True,"2,800",7
3309 Beverly Ave,93619,Jun-20,407000,3,2.0,2119,True,"7,701",11
1972 Keats Ave,93611,Jun-20,270000,3,2.0,1453,True,"6,869",46
3380 Alamos Ave,93619,Jun-20,435000,4,3.0,2491,True,"8,398",14
1132 N Armstrong Ave,93611,Jun-20,425000,3,2.0,1620,True,2.29 a,48
2381 Sample Ave,93611,Jun-20,318000,4,1.75,1444,True,"8,929",33
1736 Finchwood Ave,93611,Jun-20,270000,3,2.0,1541,True,"8,000",43
4233 Chessa Ln,93619,Jun-20,335000,3,2.0,1622,True,"5,702",5
3118 Wrenwood Ave,93619,Jun-20,340000,3,2.0,1580,True,"4,499",7
833 Applegate Ave,93611,Jun-20,324000,3,2.0,1470,True,"6,777",24
2572 Mesa Ave,93611,Jun-20,355000,3,2.0,1698,True,"7,588",28
2089 Boccioni Ln,93611,Jun-20,194000,2,2.0,1140,True,"1,306",11
8620 E Nees Ave,93619,Jun-20,600000,3,3.5,3268,True,2.28 a,28
1736 Finchwood Ave,93611,Jun-20,270000,3,2.0,1541,True,"8,000",43
2381 Sample Ave,93611,Jun-20,318000,4,1.75,1444,True,"8,929",33
2537 Dovewood Ave,93611,Jun-20,325000,3,2.0,1612,True,"7,562",26
824 Burl Ave,93611,Jun-20,330000,3,1.75,2206,True,"9,378",31
2932 Maine Ave,93619,Jun-20,405000,3,2.0,2516,True,"8,712",14
2320 Serena Ave,93619,Jun-20,375000,3,2.0,1861,True,"6,076",18
477 W Kenosha Ave,93619,Jun-20,624500,5,3.0,3075,True,0.33 a,22
2605 Robinwood Ave,93611,Jun-20,460000,5,3.0,2887,True,0.32 a,20
1821 N Twinberry Ave,93619,Jun-20,395000,3,2.0,1995,True,"7,501",15
3256 Blackwood Ave,93619,Jun-20,327000,3,1.75,1533,True,"7,884",11
80 W Bedford Ave,93611,Jun-20,498000,4,2.0,2251,True,"7,980",18
2232 Cromwell Ave,93611,Jun-20,441000,4,2.25,1988,True,0.27 a,24
10710 E Wrenwood Ln,93619,Jun-20,865000,7,4.0,3840,True,7.55 a,32
2072 Decatur Ave,93611,Jun-20,362500,3,2.0,2008,True,"8,280",27
3234 Sierra Madre Ave,93619,Jun-20,395000,3,1.0,-1,True,"8,276",12
2970 Terry Ave,93612,Jun-20,-1,3,1.75,1353,True,"7,993",37
2874 Anton Ave,93611,Jun-20,325000,3,3.0,1872,True,"4,804",16
280 Jordan Ave,93611,Jun-20,615000,4,1.0,-1,True,0.28 a,14
3333 Whiteash Ave,93619,Jun-20,440000,5,3.0,2440,True,"9,365",10
2935 Indianapolis Ave,93611,Jun-20,315000,3,3.0,1890,True,"4,791",15
405 Scott Ave,93612,Jun-20,250000,3,1.75,1223,True,"8,751",65
1485 Purvis Ave,93611,Jun-20,330000,3,1.75,1794,True,"9,382",34
2855 Prescott Ave,93619,Jun-20,-1,6,4.0,3400,True,0.27 a,15
995 W Euclid Ave,93612,un-20,265000,3,2.0,1404,True,"7,187",49
3123 Maine Ave,93619,un-20,330000,4,3.0,1879,True,"3,920",9
2082 Blackwood Ave,93619,un-20,417500,3,3.0,2456,True,"8,400",13
4207 Sierra Madre Ave,93619,un-20,438000,4,3.0,2536,True,"7,784",1
5706 Amber Ave,93619,un-20,685000,4,2.5,2131,True,5.49 a,46
1227 1st St,93612,un-20,280000,3,1.0,-1,True,"7,840",23
45 McKelvy Ave,93611,un-20,300000,3,2.0,1620,True,"8,520",31
995 W Euclid Ave,93612,un-20,265000,3,2.0,1404,True,"7,187",49
8733 N Sunnyside Ave,93619,un-20,-1,5,5.0,4029,True,2.53 a,40
137 Minarets Ave,93611,un-20,345000,3,2.0,1767,True,"8,738",23
3786 Heritage Ln,93619,un-20,282000,2,2.0,1197,True,"3,223",11
3059 Terry Ave,93612,un-20,241000,4,2.0,1391,True,"8,001",47
2863 Hornet Ave,93611,un-20,475000,4,3.0,2573,True,0.26 a,15
1354 Fremont Ave,93612,un-20,297500,3,2.0,1515,True,"5,998",32
3467 Mecca Ave,93619,un-20,332500,3,2.5,1833,True,"4,299",6
5602 N McCall Ave,93619,un-20,455000,4,2.0,1761,True,1.99 a,48
2315 Fairmont Ave,93611,un-20,310000,3,2.0,1520,True,"9,060",23
2887 Beverly Ave,93611,un-20,298000,4,2.0,1349,True,"6,499",26
2282 Renn Ave,93611,un-20,242000,3,2.0,1501,True,"7,000",42
9614 E Ellery Ave,93619,un-20,580000,4,3.0,2743,True,2.32 a,40
2239 Sunnyside Ave,93611,un-20,310000,3,2.0,1628,True,"7,405",42
732 Hanson Ave,93611,un-20,320000,3,2.0,1470,True,"5,998",21
3239 Rialto Ave,93619,un-20,371000,3,2.0,1872,True,"8,276",15
3432 Flint Ave,93619,un-20,390000,4,3.0,2376,True,"4,499",5
8766 E Herndon Ave,93619,un-20,555000,4,3.5,3306,True,4.86 a,38
2712 Goshen Ave,93611,un-20,-1,4,2.0,2290,True,"6,600",16
1716 Pico Ave,93611,un-20,295000,3,2.0,1271,True,"6,969",43
2721 Serena Ave,93619,un-20,530000,3,2.5,2642,True,0.29 a,16
1942 Everglade Ave,93619,un-20,475000,4,3.0,2856,True,"8,102",17
3886 Bellaire Ave,93619,un-20,322000,3,2.0,1440,True,"5,458",4
1716 Pico Ave,93611,un-20,295000,3,2.0,1271,True,"6,969",43
3032 Burl Ave,93611,un-20,397000,4,3.0,2306,True,0.27 a,31
167 N Carolina Ave,93611,un-20,348000,4,2.0,1735,True,"8,681",30
861 N Harvard Ave,93611,un-20,380000,3,2.0,1868,True,"8,890",22
1652 Harvard Ave,93612,un-20,235000,3,2.0,1274,True,"6,534",56
1924 Oak Ln,93611,un-20,313000,3,3.0,1679,True,"2,047",0
55 Serena Ave,93619,un-20,450000,5,2.0,2261,True,"8,625",14
11186 E Bullard Ave,93619,un-20,660000,4,2.5,2567,True,5.01 a,42
1745 4th St,93611,un-20,233000,3,2.0,1008,True,"9,900",85
627 W Dennis Dr,93612,un-20,-1,3,2.0,1279,True,"6,534",60
3351 Finchwood Ave,93619,un-20,440000,4,2.0,2266,True,"8,624",8
2532 San Marino Ave,93619,un-20,390000,4,2.0,2000,True,"7,405",3
2426 Jasmine Ave,93611,un-20,-1,5,4.0,2954,True,0.35 a,15
290 W Loyola Ave,93619,un-20,440000,4,2.0,1921,True,"8,712",18
1668 Donner Ave,93611,un-20,270000,4,2.0,1528,True,"7,405",35
89 W Powers Ave,93619,un-20,410000,3,3.0,2031,True,"6,359",16
1823 N Graybark Ave,93619,un-20,469500,5,3.0,2601,True,"10,087",15
5173 Dockery Ave,93619,un-20,430000,3,2.0,1683,True,2.00 a,37
2497 Hanson Ave,93611,un-20,385000,4,3.0,2489,True,"7,405",19
2778 Hanson Ave,93611,un-20,445000,4,3.0,2315,True,0.27 a,21
465 W Sierra Ave,93612,un-20,312500,5,3.0,2812,True,0.43 a,41
820 Burgan Ave,93611,un-20,395000,4,3.0,2650,True,0.40 a,32
173 N Gayle Ave,93611,un-20,310000,3,2.5,1872,True,"4,861",18
3902 Sussex Ave,93737,May-20,465000,4,3.0,2379,True,"6,281",1
3997 Lincoln Ave,93619,May-20,498500,5,3.0,-1,True,"8,494",0
2748 Ashcroft Ave,93611,May-20,450000,4,3.0,3200,True,"9,526",16
1906 Decatur Ave,93611,May-20,412000,4,3.0,2378,True,"9,539",16
3902 Sussex Ave,93619,May-20,465000,4,3.0,2379,True,"6,281",1
1883 N Douglas Ave,93619,May-20,499000,5,4.0,3400,True,"8,123",17
26159 Sales Creek Rd,93619,May-20,260000,3,1.75,1772,True,5.03 a,26
2922 McKelvy Ave,93611,May-20,470000,4,3.0,2450,True,0.33 a,27
1522 Burgan Ave,93611,May-20,175000,3,1.75,1795,True,"9,888",42
3902 Sussex Ave,93737,May-20,465000,4,3.0,2379,True,"6,281",1
2026 Bedford Ave,93611,May-20,360000,3,2.0,1657,True,"8,372",25
1366 N Cindy Ave,93619,May-20,630000,4,3.5,3433,True,"10,624",22
22435 Goldrush Ln,93619,May-20,405000,3,3.0,2455,True,5.00 a,43
614 W Ellery Ave,93612,May-20,425000,4,2.5,2424,True,"9,626",30
1718 N Whitmore Ave,93619,May-20,558900,5,4.0,3243,True,"7,200",0
1822 Gettysburg Ave,93611,May-20,265000,3,2.0,1431,True,"3,872",28
2544 Twain Ave,93611,May-20,367000,3,2.0,1839,True,-1,2021
888 Toulouse Ln,93619,May-20,305000,3,3.0,1699,True,"4,499",14
3993 Serena Ave,93619,May-20,575000,5,6.0,2681,True,-1,2021
3458 Sussex Ave,93619,May-20,303000,3,2.0,1308,True,"4,791",5
3458 Sussex Ave,93619,May-20,303000,3,2.0,1308,True,"4,791",5
2073 Cromwell Ave,93611,May-20,379500,3,2.0,2008,True,"8,206",27
2438 Dennis Ave,93611,May-20,-1,3,1.5,1500,True,"7,579",34
464 W Indio Ln,93619,May-20,-1,2,2.25,2654,True,"9,408",2
700 Pistachio Ave,93611,May-20,312000,3,2.0,1385,True,"9,583",25
1852 N Nadine Ave,93619,May-20,398000,3,2.0,1995,True,"7,980",14
1435 Fordham Ave,93611,May-20,265000,3,2.0,1453,True,"6,198",45
2482 Stuart Ave,93611,May-20,328000,3,2.0,1560,True,"7,435",30
2313 Purvis Ave,93611,May-20,305000,3,2.0,1470,True,"7,562",34
2576 Purvis Ave,93611,May-20,350000,4,2.5,2034,True,"8,276",30
1525 Renn Ave,93611,May-20,306000,3,2.0,1453,True,"10,084",44
779 W Scandia Ln,93619,May-20,320000,3,3.0,1828,True,"3,049",17
3046 Browning Ave,93619,May-20,325500,3,2.0,1580,True,"4,500",9
24933 Auberry Rd,93619,May-20,428000,3,2.0,2184,True,4.16 a,40
845 Woodworth Ave,93612,May-20,-1,3,1.0,1188,True,"8,058",70
3425 Megan Ave,93611,May-20,-1,4,3.0,1944,True,"7,434",23
632 Dewitt Ave,93612,May-20,-1,2,1.0,801,True,"6,969",107
3008 Bullard Ave,93619,May-20,540000,4,3.0,2128,True,0.48 a,51
3465 Las Rosas Ave,93619,May-20,417500,4,3.5,2180,True,"6,272",1
2200 Hanson Ave,93611,May-20,282000,3,2.0,1323,True,"6,098",20
1732 Dennis Ave,93611,May-20,289000,4,2.0,1522,True,"6,865",45
455 W Lester Ave,93619,May-20,480000,4,3.0,2290,True,"8,450",13
1712 N Broadbent Ln,93619,May-20,440000,4,2.75,2499,True,"6,969",7
3901 Harlan Ranch Blvd,93619,May-20,297500,3,2.75,1372,True,"2,482",12
2908 E El Paso Ave,93720,May-20,366000,4,2.0,1853,True,-1,2021
4857 E Richmond Ave,93619,May-20,685000,3,2.75,2755,True,2.28 a,29
2591 Paul Ave,93611,May-20,296000,4,2.0,1735,True,"8,999",32
2591 Paul Ave,93611,May-20,296000,4,2.0,1735,True,"8,999",32
3047 Cindy Ave,93612,May-20,260000,4,2.0,1391,True,"6,764",47
45 N Caesar Ave,93612,May-20,397500,4,2.0,2175,True,0.31 a,27
2886 Bush Ave,93612,May-20,256000,3,2.0,1268,True,"6,616",48
3163 Burgan Ave,93611,May-20,360000,4,2.5,2674,True,"8,542",16
3952 Heritage Ave,93619,May-20,287000,3,2.0,1270,True,-1,2021
2725 Keats Ave,93611,May-20,450000,5,3.0,3076,True,"8,049",15
7532 N Locan Ave,93619,May-20,400000,5,2.0,1288,True,1.95 a,62
320 Osmun Ave,93612,May-20,212000,3,1.0,990,True,"7,949",75
1764 5th St,93611,May-20,220000,2,1.0,1000,True,"6,899",36
1960 N Hanson Ave,93619,May-20,595000,3,3.0,2725,True,0.36 a,5
1780 N Hornet Ave,93619,May-20,527000,4,3.0,2550,True,"7,185",1
837 Maine Ave,93619,May-20,320000,3,2.0,1580,True,"4,500",7
3247 Greenfield Ave,93611,May-20,345000,4,2.0,1954,True,"7,840",23
4704 N Waterside Dr,93619,May-20,475000,3,2.0,1791,True,"10,010",18
985 Sanders Ave,93619,May-20,421000,4,4.0,2400,True,"4,950",0
4051 Harlan Ranch Blvd,93619,May-20,289500,2,2.0,1300,True,"2,482",11
3273 Ryan Ave,93611,May-20,389500,4,3.5,2510,True,"8,190",17
1651 Cromwell Ave,93611,May-20,520500,5,3.0,3300,True,"9,600",26
1390 Filbert Ave,93611,May-20,317000,3,1.75,1528,True,"10,497",33
857 Los Altos Ave,93612,May-20,299000,4,3.0,2059,True,"7,518",41
28722 Pittman Hill Rd,93619,May-20,250000,2,1.0,1109,True,4.94 a,35
273 Cherry Ln,93612,May-20,349000,4,2.75,1960,True,"7,318",66
732 Filbert Ave,93611,May-20,390000,4,3.0,2287,True,"7,740",28
493 W Bedford Ave,93611,May-20,485000,4,3.0,2604,True,"10,410",28
3476 Del Monte Ave,93619,May-20,336000,4,2.75,1945,True,"3,262",2
3844 Hampton Way,93619,May-20,337000,4,2.5,1945,True,-1,2021
292 Peach Ave,93612,May-20,342000,3,1.75,1502,True,2.75 a,64
1889 N Carson Ave,93619,May-20,510000,4,3.0,2600,True,-1,2021
2796 Keats Ave,93611,May-20,45000,6,3.0,3588,True,"8,015",16
3308 Purdue Ave,93611,May-20,270000,3,2.0,1290,True,"7,840",42
1666 Glen Kippen Ln,93619,May-20,285500,2,2.0,1256,True,"3,219",15
1430 Minnewawa Ave,93612,May-20,202000,2,2.0,1008,True,"5,902",78
906 Renn Ave,93611,May-20,585600,3,2.0,1837,True,"10,750",43
952 W Pico Ave,93612,May-20,244000,3,2.0,1466,True,"6,398",52
3746 Agua Dulce Ave,93619,May-20,338000,3,3.0,1784,True,"4,835",2
3455 Las Rosas Ave,93619,May-20,392500,3,2.5,1846,True,"5,183",1
2252 Jordan Ave,93611,May-20,440000,3,3.0,2066,True,"7,405",14
10699 E Landmark Way,93619,May-20,635000,5,4.0,4083,True,0.26 a,14
3312 Whiteash Ave,93619,May-20,462000,5,3.0,2440,True,"8,241",10
55 W Wyndover Ave,93611,May-20,617000,4,3.75,2869,True,"10,493",15
3665 Prescott Ave,93619,May-20,535000,5,3.0,2681,True,-1,2021
2290 Deauville Cir,93619,May-20,444500,4,3.0,2331,True,"10,018",18
1383 Joy Dr,93619,May-20,262500,3,2.5,1212,True,"2,051",3
1041 Fedora Ave,93612,May-20,230000,2,1.75,1120,True,"5,000",27
2781 Holland Ave,93611,May-20,378000,4,2.0,2046,True,"9,073",16
2929 Pierce Dr,93612,May-20,250000,3,2.0,1404,True,"7,348",50
1383 Joy Dr,93619,May-20,262500,3,2.5,1212,True,"2,051",3
8566 E Shaw Ave,93619,May-20,500000,5,3.0,3050,True,2.31 a,48
1724 4th St,93611,May-20,-1,2,1.0,988,True,"6,621",70
3665 Judy Ave,93612,May-20,248000,3,2.0,1380,True,"5,349",26
10699 E Landmark Way,93619,May-20,635000,5,4.0,4083,True,0.26 a,14
570 W Escalon Ave,93612,May-20,-1,10,10.0,4401,True,0.28 a,35
1016 La Canada Ave,93619,May-20,451000,4,3.0,2835,True,"6,500",0
53 W Everglade Ave,93619,May-20,435000,3,4.0,2721,True,"6,181",16
1929 Minarets Ln,93611,May-20,300500,3,2.5,1460,True,-1,2021
1715 N Connery Ln,93619,May-20,352000,3,2.0,1804,True,"5,227",9
3315 Del Dios Ave,93619,May-20,310000,3,2.0,1308,True,-1,2021
3473 Lansing Ave,93619,May-20,-1,3,2.25,1580,True,"4,486",4
212 W Tenaya Ave,93612,May-20,324000,3,2.0,1776,True,0.28 a,38
956 Lindsay Ln,93619,May-20,350000,4,2.0,1841,True,-1,2021
3568 Sussex Ave,93619,May-20,329000,3,2.0,1504,True,"4,743",5
2813 Carolina Ave,93611,May-20,-1,4,3.0,2978,True,0.28 a,26
853 W National Ave,93612,May-20,251000,3,1.5,1100,True,"6,529",50
7662 N Leonard Ave,93619,May-20,650000,4,4.0,2963,True,2.39 a,45
1625 N Locan Ave,93619,May-20,51000,3,2.25,2425,True,4.85 a,44
1653 N Locan Ave,93619,May-20,-1,3,2.0,2625,True,5.00 a,47
1478 Wrenwood Ave,93611,May-20,284000,3,1.75,1307,True,"6,869",46
3748 Euphoria Pl,93619,May-20,255000,3,2.5,1212,True,"2,051",3
777 W Indianapolis Ave,93612,May-20,260000,3,2.0,1100,True,"9,550",51
2044 Coventry Ave,93611,May-20,256000,3,2.0,1205,True,"5,488",16
1295 N Twinberry Ave,93619,May-20,555000,4,3.0,2298,True,"9,591",3
1463 Joy Dr,93619,May-20,263000,3,2.5,1205,True,"2,051",3
683 N Homsy Ave,93611,May-20,325000,3,2.0,1800,True,"7,884",25
2115 San Jose Ave,93611,May-20,355000,3,2.5,1950,True,"10,118",34
3234 Keats Ave,93619,May-20,425000,4,3.0,2534,True,"6,969",10
2859 Fine Ave,93612,May-20,262000,3,2.0,1404,True,"6,538",52
2117 Buckingham Ave,93611,May-20,410000,3,3.25,2535,True,"8,929",2021
2138 El Paso Ave,93611,May-20,616000,5,3.0,3537,True,"9,239",6
1587 Jordan Ave,93611,May-20,685000,5,3.0,2810,True,"8,367",2021
1679 Glen Oban Ln,93619,May-20,280000,3,1.75,1271,True,"5,124",15
3296 Ashcroft Ave,93619,May-20,490000,4,3.0,2806,True,"9,273",7
1584 5th St,93611,May-20,-1,3,1.75,1192,True,"7,492",50
1945 N Jasmine Ave,93619,ay-20,-1,4,4.0,3498,True,0.27 a,17
1575 El Paso Ave,93611,ay-20,305000,3,2.0,1519,True,"6,398",28
158 W Vermont Ave,93619,ay-20,457000,5,2.0,2104,True,"9,000",19
158 W Indianapolis Ave,93612,ay-20,245000,3,1.75,1268,True,"6,359",48
442 Whittier Ave,93611,ay-20,-1,3,1.75,1615,True,"7,797",43
1765 Dewitt Ave,93612,ay-20,260000,3,2.0,1425,True,"8,799",36
601 N Adler Ave,93611,ay-20,402500,4,3.0,1978,True,0.32 a,26
3944 Heritage Ave,93619,ay-20,280000,3,2.0,1270,True,"3,201",11
2717 Calimyrna Ave,93611,ay-20,390000,3,2.0,2287,True,0.28 a,16
2881 Indianapolis Ave,93611,ay-20,640000,5,3.0,3431,True,0.32 a,15
935 Acacia Ave,93612,ay-20,-1,3,2.0,1215,True,"7,492",25
338 N Filbert Ave,93611,ay-20,344000,3,2.0,1618,True,"7,501",25
263 Cromwell Ave,93611,ay-20,71500,4,2.0,1996,True,0.30 a,25
2120 Alluvial Ave,93611,ay-20,400000,3,1.75,1512,True,1.45 a,59
836 Robinson Ave,93612,ay-20,240000,3,1.75,1480,True,"5,009",26
4034 N Sunnyside Ave,93727,ay-20,210000,2,1.0,1008,True,"7,500",59
2147 La Vona Ave,93619,ay-20,330000,2,2.0,1450,True,"3,898",2
3027 Portals Ave,93619,ay-20,519000,5,4.0,3330,True,0.33 a,6
361 W Gibson Ave,93612,ay-20,472000,4,2.0,3092,True,0.25 a,15
3317 San Gabriel Ave,93619,ay-20,395000,4,2.25,2119,True,"9,626",14
3643 Utah Ln,93619,ay-20,295000,3,2.0,1280,True,"3,497",14
3640 Descanso Ave,93619,ay-20,-1,4,2.0,2144,True,"6,534",2
67 Burgan Ave,93611,ay-20,-1,4,1.75,2336,True,"7,579",42
136 Dennis Dr,93612,ay-20,-1,3,1.75,1008,True,"6,490",60
1606 Shirley Ave,93611,ay-20,230000,3,1.75,1427,True,"6,708",47
1405 Chennault Ave,93611,ay-20,300000,3,2.0,1690,True,"8,293",28
3822 Alamos Ave,93619,ay-20,347500,3,2.0,1766,True,"5,222",4
175 Heritage Ave,93619,ay-20,725000,4,3.0,3154,True,0.27 a,17
1723 Norwich Ave,93611,ay-20,97500,3,1.75,1529,True,"8,058",40
162 N Amber Ave,93611,ay-20,358000,4,3.0,2302,True,"6,799",31
28732 Pittman Hill Rd,93619,ay-20,335000,2,2.0,1750,True,-1,2021
8652 E Shaw Ave,93619,ay-20,-1,4,3.0,2362,True,-1,2021
3580 Buckingham Ave,93619,ay-20,344000,3,3.0,1833,True,-1,2021
4042 Flint Ave,93619,ay-20,495000,4,3.0,2378,True,-1,2021
4139 Trenton Ave,93619,ay-20,560000,4,3.0,2586,True,-1,2021
3115 Keats Ave,93619,Apr-20,425000,4,3.0,2223,True,"7,008",7
1915 El Paso Ave,93611,Apr-20,465000,4,3.0,2134,True,0.26 a,19
12456 E Sierra Ave,93619,Apr-20,715000,4,3.0,2310,True,4.77 a,44
2277 Goshen Ave,93611,Apr-20,498000,5,3.0,3091,True,"7,405",25
1025 Aqua Dulce,93619,Apr-20,412500,4,3.0,2300,True,"7,187",2021
772 Hanson Ave,93611,Apr-20,315000,3,2.0,1620,True,"5,998",23
1015 Aqua Dulce,93619,Apr-20,419000,4,3.0,2300,True,"7,187",2021
1698 Beverly Ave,93611,Apr-20,220000,3,2.0,1453,True,"6,481",44
2113 Soledad Ave,93619,Apr-20,485500,4,2.75,2456,True,"5,183",4
3853 Alamos Ave,93619,Apr-20,355000,3,2.0,1766,True,"6,655",4
2151 Serena Ave,93619,Apr-20,530000,4,3.0,3715,True,"8,542",16
1963 Menlo Ave,93611,Apr-20,-1,3,2.0,1677,True,"6,198",24
2642 Renn Ave,93611,Apr-20,307500,3,1.75,1501,True,"7,209",43
4515 N Emerald Peak Dr,93619,Apr-20,472000,4,3.0,2995,True,"8,123",16
635 W Lexington Ave,93619,Apr-20,610000,3,3.0,3494,True,0.29 a,18
602 W Palo Alto Ave,93612,Apr-20,364000,4,2.0,1840,True,0.32 a,16
2917 Norwich Ave,93611,Apr-20,318000,3,2.5,1890,True,"4,769",15
2336 Amanecer Ave,93619,Apr-20,362500,3,1.75,1899,True,"4,965",3
20228 Nicholas Rd,93619,Apr-20,-1,3,1.75,2410,True,4.63 a,33
7496 E Bullard Ave,93611,Apr-20,301000,3,1.75,1404,True,1.08 a,55
1083 N Coventry Ave,93611,Apr-20,455000,4,2.0,2290,True,"10,700",17
1850 N Hornet Ave,93619,Apr-20,560000,4,3.0,2600,True,0.25 a,15
2920 Norwich Ave,93611,Apr-20,345000,3,2.5,1998,True,"4,752",15
3082 Robinwood Ave,93619,Apr-20,435000,3,3.0,2257,True,"8,163",6
127 N Oxford Ave,93612,Apr-20,439500,3,2.0,2019,True,"6,599",3
1134 N Orangewood Ave,93611,Apr-20,710000,5,3.5,3489,True,"10,558",19
3548 Integrity Way,93619,Apr-20,265000,3,1.0,-1,True,"2,178",5
3097 Roche Ln,93619,Apr-20,279000,2,2.0,1141,True,"5,305",6
2980 Terry Ave,93612,Apr-20,260000,4,2.0,1420,True,"7,993",38
947 Carmelita Ave,93619,Apr-20,467000,4,3.0,2486,True,"5,096",0
2098 Ellery Ave,93611,Apr-20,410000,3,2.0,2336,True,"9,180",35
432 W Alamos Ave #4,93612,Apr-20,112500,2,1.0,840,True,801,49
3680 Lansing Ave,93619,Apr-20,319500,3,2.0,1580,True,"7,000",2
1709 N Osmun Ave,93619,Apr-20,439000,3,3.0,2031,True,"7,039",14
3286 Carmelita Ave,93619,Apr-20,329000,3,1.75,1504,True,"4,251",7
3350 E Via Montiano Ave,93619,Apr-20,1150000,4,3.5,4000,True,0.39 a,18
372 W Kelly Ave,93611,Apr-20,292000,3,2.0,1385,True,"7,209",24
4102 Rialto Ave,93619,Apr-20,325000,3,2.0,1635,True,"4,565",3
907 Joshua Ave,93611,Apr-20,-1,3,1.75,1470,True,"7,971",32
1739 Ashcroft Ave,93611,Apr-20,270000,3,2.0,1136,True,"7,623",35
897 Lemieux Ln,93619,Apr-20,379000,4,3.0,2140,True,"5,995",14
1462 Mayflower Way,93612,Apr-20,152000,2,2.0,1066,True,"1,489",39
153 W Pilgrim Ln,93612,Apr-20,195000,3,2.5,1507,True,"1,289",36
588 Purdue Ave,93611,Apr-20,215500,3,1.75,1144,True,"5,458",41
1863 Alluvial Ave,93611,Apr-20,-1,3,2.0,1577,True,2.50 a,51
1117 Encino Ave,93619,Apr-20,500000,4,3.0,3537,True,"6,838",4
3183 Norwich Ave,93619,Apr-20,472500,4,4.0,3109,True,0.30 a,15
508 Carson Ave,93611,Apr-20,399000,3,2.0,2287,True,0.26 a,16
242 W Kelly Ave,93611,Apr-20,325000,3,2.0,1620,True,"5,998",24
2413 Twain Ave,93611,Apr-20,365000,3,2.0,2072,True,"8,799",27
647 W Antonio Dr,93612,Apr-20,245000,3,1.75,1174,True,"6,899",45
3071 Heritage Ave,93619,Apr-20,402000,3,2.0,1870,True,"6,255",2021
3885 Hampton Way,93619,Apr-20,333000,4,1.5,1517,True,"2,831",2
96 N Fairfax Ave,93612,Apr-20,384000,4,3.0,2122,True,0.31 a,15
1647 Ezie Ave,93611,Apr-20,280500,3,2.0,1427,True,"6,599",47
2255 Paul Ave,93611,Apr-20,300000,3,2.0,1435,True,"7,659",35
8519 N Madsen Ave,93619,Apr-20,420000,3,3.0,1954,True,2.29 a,35
1748 Alamos Ave,93611,Apr-20,303000,4,1.75,1570,True,"6,899",43
18804 Auberry Rd,93619,Apr-20,-1,2,1.0,736,True,2.83 a,71
5874 Amber Ave,93619,pr-20,620000,4,3.0,2469,True,4.36 a,40
3356 Sanders Ave,93619,pr-20,315000,2,1.75,1308,True,"6,599",3
3819 Mecca Ave,93619,pr-20,339000,3,2.5,1945,True,"7,501",4
1924 Fairmont Ave,93611,pr-20,385000,3,2.5,2260,True,"9,557",29
1724 Stanford Ave,93611,pr-20,-1,1,1.75,1427,False,"8,102",46
8161 N Marion Ave,93619,pr-20,760000,4,3.0,3326,True,1.99 a,33
2527 Deauville Cir,93619,pr-20,-1,6,3.0,3806,True,"8,712",20
13617 Tollhouse Rd,93619,pr-20,2375000,5,5.0,5541,True,26.69 a,12
3832 Hannah Ln,93619,pr-20,360000,4,2.0,1855,True,"4,791",2
472 W Houston Ave,93611,pr-20,425000,3,2.0,1946,True,"9,184",22
3790 Salem Ln,93619,pr-20,-1,3,25.0,1623,True,"3,963",12
3248 Junipero Ave,93619,pr-20,391990,4,3.0,2137,True,"5,100",2021
871 Minarets Ave,93611,pr-20,472000,4,2.0,2497,True,"8,250",28
1499 Chennault Ave,93611,pr-20,306000,3,2.0,1690,True,"7,771",28
1797 Burl Ave,93611,pr-20,311000,3,2.0,1506,True,"10,136",34
3489 Portals Ave,93619,pr-20,385000,4,3.0,2157,True,"5,039",3
3358 Junipero Ave,93619,pr-20,344500,4,2.0,1870,True,"4,486",0
3670 Buckingham Ave,93619,pr-20,325000,2,2.0,1504,True,"6,534",4
3446 Robinwood Ave,93619,pr-20,460000,5,3.5,3243,True,"5,941",2
2468 Sussex Way,93611,pr-20,458000,5,3.0,3288,True,"9,374",25
2733 Heritage Ave,93619,pr-20,1170000,4,4.0,4400,True,1.80 a,38
2295 San Jose Ave,93611,pr-20,320000,3,2.0,1470,True,"7,405",34
