Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building,Parks,SexualOffenders
96 N Fairfax Ave,93612,Apr-20,384000.0,4,3,2122,True, 0.31 a,15,7,67
1647 Ezie Ave,93611,Apr-20,280500.0,3,2,1427,True," 6,599 ",47,6,24
2255 Paul Ave,93611,Apr-20,300000.0,3,2,1435,True," 7,659 ",35,6,24
8519 N Madsen Ave,93619,Apr-20,420000.0,3,3,1954,True, 2.29 a,35,7,0
1748 Alamos Ave,93611,Apr-20,303000.0,4,1.75,1570,True," 6,899 ",43,6,24
18804 Auberry Rd,93619,Apr-20,-1.0,2,1,736,True, 2.83 a,71,7,0
3757 Highclere Way,93619,pr-20,306000.0,Studio,1,-1,False," 2,265 ",-1,7,0
5874 Amber Ave,93619,pr-20,620000.0,4,3,2469,True, 4.36 a,40,7,0
3356 Sanders Ave,93619,pr-20,315000.0,2,1.75,1308,True," 6,599 ",3,7,0
3819 Mecca Ave,93619,pr-20,339000.0,3,2.5,1945,True," 7,501 ",4,7,0
1924 Fairmont Ave,93611,pr-20,385000.0,3,2.5,2260,True," 9,557 ",29,6,24
1724 Stanford Ave,93611,pr-20,-1.0,1,1.75,1427,False," 8,102 ",46,6,24
1748 N Whitmore Ave,93619,pr-20,584000.0,Studio,1,-1,False," 8,407 ",-1,7,0
8161 N Marion Ave,93619,pr-20,760000.0,4,3,3326,True, 1.99 a,33,7,0
2527 Deauville Cir,93619,pr-20,-1.0,6,3,3806,True," 8,712 ",20,7,0
3226 Portland Ave,93619,pr-20,704500.0,Studio,1,-1,False," 9,060 ",-1,7,0
3248 Junipero Ave,93619,pr-20,392000.0,Studio,1,-1,False," 5,100 ",-1,7,0
13617 Tollhouse Rd,93619,pr-20,2375000.0,5,5,5541,True, 26.69 a,12,7,0
3832 Hannah Ln,93619,pr-20,360000.0,4,2,1855,True," 4,791 ",2,7,0
472 W Houston Ave,93611,pr-20,425000.0,3,2,1946,True," 9,184 ",22,6,24
3790 Salem Ln,93619,pr-20,-1.0,3,25,1623,True," 3,963 ",12,7,0
3248 Junipero Ave,93619,pr-20,391990.0,4,3,2137,True," 5,100 ",-1,7,0
871 Minarets Ave,93611,pr-20,472000.0,4,2,2497,True," 8,250 ",28,6,24
1499 Chennault Ave,93611,pr-20,306000.0,3,2,1690,True," 7,771 ",28,6,24
1797 Burl Ave,93611,pr-20,311000.0,3,2,1506,True," 10,136 ",34,6,24
1936 Oak Ln,93611,pr-20,321000.0,Studio,1,-1,False,-1,-1,6,24
3489 Portals Ave,93619,pr-20,385000.0,4,3,2157,True," 5,039 ",3,7,0
1936 Oak Ln,93611,pr-20,321000.0,Studio,1,-1,False,-1,-1,6,24
1035 Aqua Dulce,93619,pr-20,452000.0,Studio,1,-1,False," 7,187 ",-1,7,0
3358 Junipero Ave,93619,pr-20,344500.0,4,2,1870,True," 4,486 ",0,7,0
3670 Buckingham Ave,93619,pr-20,325000.0,2,2,1504,True," 6,534 ",4,7,0
3751 Highclere Way,93619,pr-20,280500.0,Studio,1,-1,False," 2,265 ",-1,7,0
3446 Robinwood Ave,93619,pr-20,460000.0,5,3.5,3243,True," 5,941 ",2,7,0
2468 Sussex Way,93611,pr-20,458000.0,5,3,3288,True," 9,374 ",25,6,24
2733 Heritage Ave,93619,pr-20,1170000.0,4,4,4400,True, 1.80 a,38,7,0
2295 San Jose Ave,93611,pr-20,320000.0,3,2,1470,True," 7,405 ",34,6,24
3023 Everglade Ave,93619,pr-20,515000.0,4,2,2526,True," 8,542 ",15,7,0
2772 Sussex Ave,93611,pr-20,-1.0,4,2,2119,True," 10,230 ",18,6,24
1112 Oxford Ave,93612,pr-20,265000.0,4,1.75,1342,True," 6,599 ",60,7,67
365 W Goshen Ave,93611,pr-20,465000.0,4,3,2152,True," 9,147 ",25,6,24
784 Bliss Ave,93611,pr-20,292500.0,Studio,1,-1,False," 1,960 ",-1,6,24
778 Bliss Ave,93611,pr-20,311000.0,Studio,1,-1,False," 1,960 ",-1,6,24
3885 Griffith Ave,93619,pr-20,336000.0,4,1,-1,True," 3,049 ",2,7,0
1086 La Canada Ave,93619,pr-20,343000.0,Studio,1,-1,False," 7,187 ",-1,7,0
12473 N Via Tuscania Ave,93619,pr-20,1400000.0,5,4,4254,True, 0.47 a,4,7,0
2295 San Jose Ave,93611,pr-20,320000.0,Studio,1,-1,False, 5.02 a,-1,6,24
1571 Portals Ave,93611,pr-20,258000.0,3,2,1328,True," 6,969 ",44,6,24
3093 Hanson Ave,93611,pr-20,450000.0,4,3,2876,True," 8,398 ",14,6,24
235 Pico Ave,93612,pr-20,216000.0,3,1.75,960,True," 6,499 ",60,7,67
342 N Raphael Ln,93611,pr-20,235000.0,3,2,1472,True," 1,393 ",10,6,24
321 W Paul Ave,93612,pr-20,375000.0,4,2.5,2820,True," 9,748 ",29,7,67
1176 Carmelita Ave,93619,pr-20,454500.0,Studio,1,-1,False," 4,922 ",-1,7,0
772 Bliss Ave,93611,pr-20,297000.0,Studio,1,-1,False," 1,960 ",-1,6,24
2221 Jordan Ave,93611,pr-20,490000.0,4,3,2708,True," 7,500 ",11,6,24
2602 Blackwood Ave,93619,pr-20,415000.0,5,3,2848,True," 7,919 ",14,7,0
2228 Ezie Ave,93611,pr-20,282000.0,3,2,1271,True," 6,499 ",43,6,24
1827 N Locan Ave,93619,pr-20,567500.0,3,2.75,3161,True, 2.39 a,41,7,0
9384 N Fowler Ave,93619,pr-20,615000.0,4,2,2848,True, 2.30 a,43,7,0
1645 Shirley Ave,93611,pr-20,275000.0,3,1.75,1453,True," 9,365 ",47,6,24
1832 N Seville Ln,93619,pr-20,290000.0,2,2,1271,True," 3,267 ",16,7,0
2966 Terry Ave,93612,pr-20,275000.0,3,1.75,1520,True," 7,840 ",37,7,67
2967 Armstrong Ave,93611,pr-20,330000.0,3,2,1830,True, 0.54 a,56,6,24
4145 Griffith Ave,93619,pr-20,380000.0,Studio,1,-1,False," 6,490 ",-1,7,0
594 Loyola Ave,93619,pr-20,445000.0,4,2,2290,True," 8,712 ",16,7,0
4055 Griffith Ave,93619,Mar-20,473000.0,4,4,2880,True," 6,708 ",0,7,0
2209 Whiteash Ave,93619,Mar-20,360000.0,3,2,2030,True," 7,819 ",13,7,0
1463 N Ryan Ave,93619,Mar-20,547000.0,Studio,1,-1,False," 6,969 ",-1,7,0
4115 Griffith Ave,93619,Mar-20,388000.0,Studio,1,-1,False," 6,708 ",-1,7,0
56 W Siena Ln,93619,Mar-20,300000.0,3,2.5,1546,True," 3,036 ",17,7,0
1817 Polson Ave,93611,Mar-20,321500.0,3,2,1786,True,-1,-1,6,24
5818 E Province Ave,93619,Mar-20,1300000.0,4,4,3950,True, 2.00 a,23,7,0
109 W Ashcroft Ave,93612,Mar-20,255000.0,3,2,1144,True," 6,534 ",48,7,67
2948 Villa Ave,93612,Mar-20,295000.0,3,2,1453,True," 6,615 ",48,7,67
761 W Sierra Ave,93612,Mar-20,290000.0,3,2,1364,True, 0.37 a,49,7,67
3401 Wrenwood Ave,93619,Mar-20,500500.0,5,4,3243,True," 10,062 ",0,7,0
4859 N Windward Way,93619,Mar-20,395000.0,3,1.75,1497,True," 7,487 ",18,7,0
1425 N Greenfield Ave,93619,Mar-20,528500.0,Studio,1,-1,False," 7,884 ",-1,7,0
3117 Portland Ave,93619,Mar-20,555000.0,4,2.75,2496,True, 0.32 a,5,7,0
3207 Jasmine Ave,93611,Mar-20,380000.0,4,2,2363,True, 0.26 a,29,6,24
8500 E Shaw Ave,93619,Mar-20,-1.0,4,3,3348,True, 2.67 a,49,7,0
9207 N Burgan Ave,93619,Mar-20,1125000.0,6,5,5054,True, 2.00 a,16,7,0
10889 E Swift Ave,93619,Mar-20,370000.0,4,3,2225,True," 7,320 ",6,7,0
2302 Celeste Ave,93611,Mar-20,360000.0,4,3,2048,True," 9,448 ",28,6,24
1692 Houston Ave,93611,Mar-20,489000.0,4,4,2510,True," 9,583 ",18,6,24
1646 Barstow Ave,93611,Mar-20,250000.0,4,2,1578,True," 7,580 ",45,6,24
1176 N Cherry Ln,93611,Mar-20,525000.0,4,3,2600,True, 0.28 a,20,6,24
3995 Robinwood Ave,93619,Mar-20,371000.0,Studio,1,-1,False," 6,651 ",-1,7,0
476 W Alamos Ave #1,93612,Mar-20,117000.0,2,1,800,True, 740 ,49,7,67
5774 E Sussex Way,93727,Mar-20,255000.0,3,1.75,1224,True," 8,084 ",58,7,103
10350 Mendocino Ave,93619,Mar-20,780000.0,4,2.5,3039,True, 19.45 a,23,7,0
496 W Alamos Ave #4,93612,Mar-20,82000.0,2,1,840,True, 784 ,49,7,67
129 W Indianapolis Ave,93612,Mar-20,250000.0,3,1.5,1268,True," 6,677 ",48,7,67
3943 Finchwood Ave,93619,Mar-20,369500.0,Studio,1,-1,False," 6,599 ",-1,7,0
1046 Lindsay Ln,93619,Mar-20,382500.0,Studio,1,-1,False," 5,270 ",-1,7,0
1656 Barstow Ave,93611,Mar-20,255000.0,3,2,1268,True," 7,318 ",45,6,24
1587 Bright Pl,93619,Mar-20,280000.0,3,3,1413,True," 2,051 ",1,7,0
1406 Whiteash Ave,93619,Mar-20,521500.0,Studio,1,-1,False," 8,102 ",-1,7,0
4040 Joaquin Ave,93737,Mar-20,439500.0,Studio,1,-1,False," 4,835 ",-1,0,5
1437 Whiteash Ave,93619,Mar-20,537500.0,Studio,1,-1,False," 8,319 ",-1,7,0
3073 Shirley Ave,93611,Mar-20,250000.0,3,2,1446,True," 7,300 ",36,6,24
3645 Bellaire Ave,93619,Mar-20,366000.0,3,2.75,1833,True," 6,403 ",4,7,0
3452 La Solana Ave,93619,Mar-20,-1.0,4,2.25,1870,True," 4,486 ",5,7,0
1333 Johnson Ln,93619,Mar-20,345000.0,4,3,1797,True," 4,508 ",4,7,0
2548 Montana Ave,93619,Mar-20,425500.0,Studio,1,-1,False," 6,795 ",-1,7,0
1254 Royalty Way,93619,Mar-20,280000.0,3,2.5,1413,True," 2,339 ",5,7,0
1279 Aristocracy Way,93619,Mar-20,295000.0,3,3,1648,True," 2,178 ",5,7,0
1426 Beverly Cir,93611,Mar-20,265000.0,3,2,1427,True," 5,850 ",45,6,24
2747 Twain Ave,93611,Mar-20,350000.0,4,2,2354,True," 8,511 ",17,6,24
12695 Cumorah Dr,93619,Mar-20,610000.0,4,2,2653,True, 2.87 a,53,7,0
1976 N Joshua Ave,93619,Mar-20,362500.0,4,2,1634,True," 6,181 ",18,7,0
1794 Ashcroft Ave,93611,Mar-20,340000.0,5,2.75,2365,True," 7,548 ",35,6,24
25187 Auberry Rd,93619,Mar-20,-1.0,3,2.25,1751,True, 3.18 a,46,7,0
683 W Pico Ave,93612,Mar-20,227000.0,3,1.75,1146,True," 6,551 ",51,7,67
195 Villa Ave,93612,Mar-20,345000.0,3,2,1596,True,-1,-1,7,67
4070 Saginaw Ave,93619,Mar-20,347000.0,3,2,1598,True," 6,359 ",0,7,0
3923 Finchwood Ave,93619,Mar-20,362500.0,Studio,1,-1,False," 6,599 ",-1,7,0
4070 Saginaw Ave,93619,Mar-20,347000.0,3,2,1598,True," 6,359 ",0,7,0
2644 Burlingame Ave,93611,Mar-20,345500.0,4,3,2247,True," 7,261 ",26,6,24
16204 Deer Path Ln,93619,Mar-20,897000.0,3,3,3036,True, 20.02 a,31,7,0
3460 Griffith Ave,93619,Mar-20,333500.0,3,2,1870,True," 4,499 ",5,7,0
3549 Integrity Way,93619,Mar-20,272000.0,3,2.5,1413,True,-1,-1,7,0
282 Oxford Ave,93612,Mar-20,125000.0,2,1,864,True," 7,318 ",67,7,67
12361 N Via Villa Rosa Ave,93619,Mar-20,1080000.0,4,3,3341,True, 0.40 a,18,7,0
1725 Holly Ave,93611,Mar-20,307000.0,4,2,1528,True," 7,840 ",34,6,24
406 Oxford Ave,93612,Mar-20,510000.0,3,2,2848,True, 0.26 a,88,7,67
25 Pico Ave,93612,Mar-20,241000.0,4,2,1764,True," 6,298 ",59,7,67
1151 Holly Ave,93611,Mar-20,355000.0,3,2,1676,True, 0.34 a,33,6,24
760 Bliss Ave,93611,Mar-20,307000.0,Studio,1,-1,False," 1,960 ",-1,6,24
2638 Ashcroft Ave,93611,Mar-20,386000.0,4,2,2046,True," 8,001 ",16,6,24
766 Bliss Ave,93611,Mar-20,303500.0,Studio,1,-1,False," 1,960 ",-1,6,24
3084 Vermont Ave,93619,Mar-20,510000.0,Studio,1,-1,False," 6,275 ",1,7,0
1333 Pierce Dr,93612,Mar-20,280000.0,3,2,1629,True," 7,701 ",43,7,67
550 W Alluvial Ave,93611,Mar-20,310000.0,3,2,1762,True," 8,054 ",30,6,24
2924 E El Paso Ave,93720,Mar-20,320000.0,3,1.75,1507,True," 6,481 ",15,4,31
1636 Renn Ave,93611,Mar-20,270000.0,3,2,1453,True, 15.91 a,47,6,24
923 Burlingame Ave,93612,Mar-20,85000.0,3,2,1428,True," 6,899 ",30,7,67
3739 Highclere Way,93619,Mar-20,291500.0,Studio,1,-1,False," 2,265 ",-1,7,0
1959 Minarets Ln,93611,Mar-20,299000.0,Studio,1,-1,False," 2,047 ",-1,6,24
3745 Highclere Way,93619,Mar-20,277000.0,Studio,1,-1,False," 2,265 ",-1,7,0
364 W Chennault Ave,93611,Mar-20,337000.0,3,2,1740,True," 5,998 ",23,6,24
3570 Taylor Ln,93619,Mar-20,339000.0,4,2.5,1797,True," 4,996 ",4,7,0
1645 Fowler Ave,93611,Mar-20,270000.0,5,2,1938,True," 7,435 ",47,6,24
2956 Bliss Ave,93611,Mar-20,406000.0,4,3,2705,True," 8,851 ",20,6,24
1435 Miami Ave,93611,Mar-20,-1.0,3,2,1268,True," 6,647 ",45,6,24
107 W National Ave,93612,Mar-20,250000.0,3,2,1268,True," 6,534 ",48,7,67
642 W Stuart Ave,93612,Mar-20,200000.0,2,2,1320,True," 2,238 ",38,7,67
1973 Oak Ln,93611,Mar-20,305000.0,Studio,1,-1,False," 2,134 ",-1,6,24
1123 Lester Ave,93619,Mar-20,435500.0,3,2,2251,True," 8,712 ",15,7,0
351 Lester Ave,93619,Mar-20,589000.0,3,3,2550,True," 10,402 ",14,7,0
1408 Minarets Ave,93611,Mar-20,286000.0,2,2,1150,True," 8,293 ",26,6,24
2935 Portland Ave,93619,Mar-20,508500.0,Studio,1,-1,False," 6,969 ",-1,7,0
13893 E Teague Ave,93619,Mar-20,542000.0,4,3,2242,True, 19.77 a,45,7,0
3044 Adler Ave,93612,Mar-20,204500.0,4,2,1653,True," 5,998 ",43,7,67
4266 Santa Ana Ave,93619,Mar-20,401000.0,Studio,1,-1,False," 6,359 ",-1,7,0
936 Carmelita Ave,93619,Mar-20,475000.0,Studio,1,-1,False," 5,096 ",-1,7,0
1964 N Perry Ave,93619,Mar-20,430000.0,4,3,2945,True," 6,834 ",12,7,0
3555 Integrity Way,93619,Mar-20,259000.0,3,3,1212,True," 2,051 ",4,7,0
4199 N Quail Xing,93619,Mar-20,510000.0,5,4,3753,True," 10,201 ",6,7,0
3733 Highclere Way,93619,Mar-20,296000.0,Studio,1,-1,False," 2,265 ",-1,7,0
1722 N Ryan Ave,93619,Mar-20,495500.0,Studio,1,-1,False," 7,533 ",1,7,0
1725 Burgan Ave,93611,Mar-20,290000.0,3,2,1453,True," 8,799 ",46,6,24
861 Minarets Ave,93611,Mar-20,340000.0,3,2,1943,True," 8,276 ",28,6,24
12592 Auberry Rd,93619,Mar-20,765000.0,4,3,2444,True, 2.88 a,42,7,0
2223 Sylmar Ave #1,93612,Mar-20,-1.0,2,1,810,True, 740 ,49,7,67
2213 Hanson Ave,93611,Mar-20,295000.0,3,2,1564,True," 5,662 ",20,6,24
1174 N Orangewood Ave,93611,Mar-20,695000.0,5,3.5,3893,True," 10,149 ",17,6,24
963 Rosebrook Dr,93612,Mar-20,212000.0,3,1,912,True," 5,898 ",64,7,67
77 N Pollasky Ave,93612,Mar-20,85000.0,3,1,990,True," 5,967 ",65,7,67
3876 Bellaire Ave,93619,Mar-20,336000.0,3,2,1702,True," 3,550 ",4,7,0
2722 Poe Ave,93611,Mar-20,545000.0,5,3,3863,True, 0.31 a,16,6,24
1005 Aqua Dulce,93619,Mar-20,447000.0,Studio,1,-1,False," 7,884 ",-1,7,0
1077 La Canada Ave,93619,Mar-20,478000.0,Studio,1,-1,False," 9,496 ",-1,7,0
1345 Robinson Ave,93612,Mar-20,-1.0,3,2,1389,True," 6,490 ",34,7,67
1136 Carmelita Ave,93619,Mar-20,419000.0,4,4,2400,True," 4,950 ",0,7,0
3076 Portals Ave,93619,Mar-20,495000.0,5,4,3331,True," 8,822 ",6,7,0
2582 Bellaire Way,93611,Mar-20,419891.0,4,3.25,2600,True," 10,193 ",23,6,24
422 Whittier Ave,93611,Mar-20,260000.0,3,2,1373,True," 7,801 ",43,6,24
1085 Aqua Dulce,93619,Mar-20,458500.0,Studio,1,-1,False," 7,797 ",-1,7,0
2288 Sunnyside Ave,93611,Mar-20,297000.0,4,2,1628,True," 7,344 ",42,6,24
2793 Quincy Ave,93619,Mar-20,568000.0,5,3,3150,True," 10,624 ",16,7,0
1891 Escalon Ave,93611,Mar-20,327500.0,4,2,1874,True," 7,405 ",43,6,24
588 W Mitchell Ave,93612,Mar-20,248000.0,3,1.75,1398,True," 6,359 ",60,7,67
1541 Herring Ln,93619,Mar-20,330000.0,3,2,1559,True,-1,-1,7,0
3223 Monviso Ln,93619,Mar-20,280000.0,2,2.5,1470,True," 2,304 ",7,7,0
2667 Austin Ave,93611,Mar-20,410000.0,4,3,2616,True," 9,230 ",19,6,24
2820 Claremont Ave,93611,Mar-20,323000.0,3,2,1554,True, 0.26 a,40,6,24
1958 Swift Ave,93611,Mar-20,357500.0,3,1.75,1622,True," 8,581 ",35,6,24
821 W Alamos Ave,93612,Mar-20,65000.0,2,1,884,True," 5,967 ",59,7,67
10024 E Bullard Ave,93619,Mar-20,510000.0,4,2,2031,True, 2.09 a,17,7,0
835 Purdue Ave,93611,Mar-20,-1.0,3,2,1526,True," 6,534 ",45,6,24
1972 Oak Ln,93611,Mar-20,306500.0,Studio,1,-1,False," 2,047 ",-1,6,24
3276 Portland Ave,93619,Mar-20,533000.0,Studio,1,-1,False," 8,624 ",-1,7,0
1498 N Maine Ave,93619,Mar-20,678000.0,Studio,1,-1,False, 0.27 a,-1,7,0
2934 Twain Ave,93611,Mar-20,340000.0,3,2,1703,True," 7,405 ",17,6,24
223 Evergreen Ave,93611,Mar-20,345000.0,3,1,-1,True," 8,276 ",30,6,24
5397 N McCall Ave,93619,Mar-20,620000.0,4,3,2872,True, 2.35 a,46,7,0
234 W Sierra Ave,93612,Mar-20,440000.0,4,2.5,2000,True, 0.28 a,38,7,67
3650 Lansing Ave,93619,Mar-20,366000.0,Studio,1,-1,False," 4,530 ",-1,7,0
619 W Mitchell Ave,93612,Mar-20,-1.0,3,1.5,1050,True, 0.29 a,60,7,67
3081 Heritage Ave,93619,Mar-20,408000.0,Studio,1,-1,False," 6,229 ",-1,7,0
975 W National Ave,93612,Mar-20,240000.0,3,2,1244,True," 6,120 ",50,7,67
1254 Griffith Ave,93612,Mar-20,240000.0,3,2,1664,True," 6,534 ",34,7,67
1547 Bedford Ave,93611,Mar-20,305000.0,3,1.75,1360,True," 7,405 ",25,6,24
4105 Griffith Ave,93619,ar-20,400500.0,Studio,1,-1,False," 6,708 ",-1,7,0
2692 Bradbourne Way,93619,ar-20,310000.0,Studio,1,-1,False," 2,178 ",-1,7,0
287 N Bianchi Ave,93612,ar-20,300000.0,4,3,1840,True," 8,030 ",16,7,67
4105 Griffith Ave,93619,ar-20,400500.0,Studio,1,-1,False," 6,708 ",-1,7,0
2692 Bradbourne Way,93619,ar-20,310000.0,Studio,1,-1,False," 2,178 ",-1,7,0
953 N Adler Ave,93611,ar-20,378000.0,3,2.5,1850,True," 8,772 ",30,6,24
189 W Holland Ave,93612,ar-20,255000.0,4,2,1522,True," 6,677 ",48,7,67
1165 Woodworth Ave,93612,ar-20,339000.0,4,1,-1,True, 0.26 a,71,7,67
8409 Chickadee Ln,93619,ar-20,446500.0,3,2,1739,True, 2.60 a,45,7,0
185 N Wathen Ave,93611,ar-20,280000.0,3,2,1314,True," 4,861 ",18,6,24
3915 Harlan Ranch Blvd,93619,ar-20,300000.0,3,2.75,1372,True," 2,482 ",12,7,0
1960 Oak Ln,93611,ar-20,307500.0,Studio,1,-1,False," 2,047 ",-1,6,24
3068 Magnolia Ave,93611,ar-20,505500.0,5,3,2866,True,-1,-1,6,24
3453 Del Monte Ave,93619,ar-20,335000.0,4,2.5,1945,True," 3,049 ",2,7,0
3587 Luminary Way,93619,ar-20,308000.0,3,2,1344,True," 3,397 ",6,7,0
7861 E Herndon Ave,93619,ar-20,430000.0,3,3,2253,True, 1.45 a,60,7,0
1662 Houston Ave,93611,ar-20,420000.0,3,3,2133,True," 8,712 ",18,6,24
1374 N Kaweah Ave,93619,ar-20,570000.0,4,3,2496,True," 8,712 ",4,7,0
1977 Minarets Ln,93611,ar-20,310000.0,Studio,1,-1,False," 1,785 ",-1,6,24
3256 Portland Ave,93619,ar-20,563000.0,Studio,1,-1,False," 9,060 ",-1,7,0
1954 Oak Ln,93611,ar-20,300000.0,Studio,1,-1,False," 2,047 ",-1,6,24
1016 Lindsay Ln,93619,ar-20,-1.0,3,2,1855,True,-1,-1,7,0
1925 Oak Ln,93611,ar-20,296000.0,Studio,1,-1,False," 2,134 ",-1,6,24
3611 Highclere Way,93619,ar-20,307000.0,Studio,1,-1,False," 2,134 ",-1,7,0
3704 Savant Ln,93619,ar-20,294000.0,3,3,1658,True," 2,178 ",2,7,0
964 W Fairmont Ave,93612,ar-20,-1.0,2,1,884,True," 6,185 ",59,7,67
3516 Carmelita Ave,93619,ar-20,315000.0,3,2,1580,True," 4,499 ",6,7,0
1255 Bullard Ave,93612,ar-20,340000.0,3,1.75,1863,True," 9,718 ",49,7,67
2254 Roberts Ave,93611,ar-20,350000.0,4,2,2016,True," 7,527 ",28,6,24
738 Century Ln,93612,ar-20,369000.0,5,3,2200,True," 4,159 ",16,7,67
2831 Morris Ave,93611,ar-20,387000.0,4,2,2119,True," 10,018 ",17,6,24
607 W Omaha Ave,93619,ar-20,730000.0,4,3,3154,True, 0.31 a,19,7,0
1838 Cougar Ln,93611,ar-20,247000.0,2,2,1704,True," 3,510 ",42,6,24
607 W Omaha Ave,93619,ar-20,730000.0,4,3,3154,True, 0.31 a,19,7,0
29786 Thunderbird Rd,93619,ar-20,765000.0,3,3,3468,True, 41.06 a,9,7,0
3466 Carmelita Ave,93619,ar-20,332500.0,Studio,1,-1,False," 4,486 ",-1,7,0
428 Burgan Ave,93611,ar-20,318000.0,3,2,1740,True," 7,405 ",43,6,24
623 W Antonio Dr,93612,ar-20,270000.0,3,2,1483,True," 6,899 ",45,7,67
2817 Lincoln Ave,93611,ar-20,430000.0,4,3,2404,True," 10,018 ",18,6,24
2312 Trenton Ave,93619,ar-20,530000.0,4,3,3599,True," 7,736 ",19,7,0
168 W Indianapolis Ave,93612,ar-20,243000.0,3,1.75,1144,True," 6,677 ",48,7,67
1658 Tollhouse Ln,93611,ar-20,290000.0,3,2,1736,True," 2,082 ",35,6,24
1402 N Ryan Ave,93619,ar-20,500000.0,Studio,1,-1,False, 0.30 a,-1,7,0
3060 Morris Ave,93619,ar-20,413000.0,4,3,2378,True," 4,957 ",7,7,0
1344 Royalty Way,93619,ar-20,270000.0,3,2.5,1413,True," 2,134 ",4,7,0
3030 Glacier Ln,93619,ar-20,275000.0,2,2.5,1470,True," 2,269 ",5,7,0
2879 Poe Ave,93611,ar-20,475000.0,5,3,3443,True," 8,400 ",16,6,24
2716 Bradbourne Way,93619,ar-20,296000.0,Studio,1,-1,False," 2,265 ",-1,7,0
12523 Auberry Rd,93619,Feb-20,2400000.0,Studio,1,-1,False, 40.00 a,-1,7,0
916 Carmelita Ave,93619,Feb-20,484841.0,Studio,1,-1,False," 4,922 ",-1,7,0
2207 Highland Ave,93619,Feb-20,492000.0,Studio,1,-1,False," 7,013 ",-1,7,0
3954 Buckingham Ave,93737,Feb-20,437000.0,Studio,1,-1,False," 7,318 ",-1,0,5
3273 Soledad Ave,93737,Feb-20,508000.0,Studio,1,-1,False," 7,405 ",-1,0,5
23224 Granite Creek Ln,93619,Feb-20,118000.0,3,1.75,2110,True, 5.10 a,-1,7,0
1795 Barstow Ave,93611,Feb-20,275000.0,4,2.5,2185,True, 0.30 a,41,6,24
7931 Chamise Ave,93619,Feb-20,819000.0,5,3,3075,True, 2.00 a,15,7,0
1709 N Serento Ln,93619,Feb-20,265000.0,2,2,1271,True," 3,049 ",17,7,0
466 Richmond Ave,93619,Feb-20,-1.0,3,3.25,3154,True," 10,018 ",17,7,0
1193 Spruce Ave,93611,Feb-20,358000.0,3,2,1767,True," 7,840 ",26,6,24
377 Evergreen Ave,93611,Feb-20,330000.0,3,2,2396,True," 8,433 ",29,6,24
1513 Laverne Ave,93611,Feb-20,-1.0,3,2,1705,True," 9,374 ",42,6,24
2692 Fremont Ave,93611,Feb-20,323000.0,3,2,1612,True," 6,446 ",25,6,24
1795 Barstow Ave,93611,Feb-20,275000.0,4,2.5,2185,True, 0.30 a,41,6,24
23224 Granite Creek Ln,93619,Feb-20,118000.0,3,1.75,2110,True, 5.10 a,-1,7,0
1709 N Serento Ln,93619,Feb-20,265000.0,2,2,1271,True," 3,049 ",17,7,0
5656 E Lebanon Ave,93619,Feb-20,625000.0,4,3,3088,True, 2.54 a,40,7,0
3008 Wrenwood Ave,93619,Feb-20,480000.0,5,3,2609,True," 9,997 ",9,7,0
2143 Boccioni Ln,93611,Feb-20,-1.0,3,2.5,1472,True," 1,428 ",12,6,24
3330 Hermosa Ave,93737,Feb-20,398000.0,Studio,1,-1,False," 4,748 ",-1,0,5
3992 Finchwood Ave,93619,Feb-20,472500.0,Studio,1,-1,False," 7,692 ",-1,7,0
2562 Bellaire Way,93611,Feb-20,385000.0,4,3,2293,True, 0.25 a,22,6,24
1405 Fordham Ave,93611,Feb-20,-1.0,3,1.75,1594,True," 6,490 ",45,6,24
1775 Purvis Ave,93611,Feb-20,250000.0,3,1.75,1453,True," 7,004 ",45,6,24
542 W Alamos Ave,93612,Feb-20,345000.0,5,2.75,2222,True," 6,599 ",44,7,67
3525 Hermosa Ave,93619,Feb-20,515000.0,4,3,2700,True," 9,038 ",3,7,0
2736 Bradbourne Way,93619,Feb-20,298000.0,Studio,1,-1,False," 2,047 ",-1,7,0
5095 N Shockley Ave,93619,Feb-20,-1.0,3,3.25,3668,True, 2.00 a,15,7,0
2212 Golden Ave,93611,Feb-20,274500.0,3,2,1323,True," 5,488 ",20,6,24
2526 Applegate Ave,93611,Feb-20,394999.0,4,3,2315,True," 7,501 ",21,6,24
3103 Richert Ave,93619,Feb-20,295000.0,4,3,1888,True," 6,708 ",8,7,0
1026 Lindsay Ln,93619,Feb-20,435000.0,4,2.75,2034,True," 5,270 ",-1,7,0
1918 Harvard Ave,93612,Feb-20,305000.0,3,3,1905,True," 6,577 ",56,7,67
6684 N Highland Ave,93619,Feb-20,635000.0,4,3.5,2658,True, 8.34 a,35,7,0
857 Lemieux Ln,93619,Feb-20,-1.0,3,2.75,2137,True," 3,267 ",14,7,0
1618 N Piccadilly Ln,93619,Feb-20,500000.0,4,3,3028,True," 7,487 ",6,7,0
1931 Oak Ln,93611,Feb-20,296500.0,Studio,1,-1,False," 2,134 ",-1,6,24
3246 Portland Ave,93619,Feb-20,589500.0,4,3,3700,True," 7,927 ",1,7,0
1971 Minarets Ln,93611,Feb-20,314500.0,Studio,1,-1,False," 2,047 ",-1,6,24
1682 N Ryan Ave,93619,Feb-20,-1.0,5,3.5,3104,True," 6,446 ",-1,7,0
